STATION,ELEMENT,YEAR,MONTH,TIMEFUNCTION,MDFUNCTION,VALUE,FLAG_REPEAT,FLAG_INTERRUPTED,
0-20000-0-11723,SRA,1974,10,07:00,MAX,16.4,,,
0-20000-0-11723,SRA,1974,10,07:00,SUM,60.1,,,
0-20000-0-11723,SRA,1974,11,07:00,MAX,8.6,,,
0-20000-0-11723,SRA,1974,11,07:00,SUM,41.3,,,
0-20000-0-11723,SRA,1974,12,07:00,MAX,10.5,,,
0-20000-0-11723,SRA,1974,12,07:00,SUM,54.0,,,
0-20000-0-11723,SRA,1975,01,07:00,MAX,3.9,,,
0-20000-0-11723,SRA,1975,01,07:00,SUM,17.3,,,
0-20000-0-11723,SRA,1975,02,07:00,MAX,1.6,,,
0-20000-0-11723,SRA,1975,02,07:00,SUM,2.1,,,
0-20000-0-11723,SRA,1975,03,07:00,MAX,9.5,,,
0-20000-0-11723,SRA,1975,03,07:00,SUM,26.5,,,
0-20000-0-11723,SRA,1975,04,07:00,MAX,6.3,,,
0-20000-0-11723,SRA,1975,04,07:00,SUM,16.3,,,
0-20000-0-11723,SRA,1975,05,07:00,MAX,27.2,,,
0-20000-0-11723,SRA,1975,05,07:00,SUM,107.2,,,
0-20000-0-11723,SRA,1975,06,07:00,MAX,23.0,,,
0-20000-0-11723,SRA,1975,06,07:00,SUM,74.0,,,
0-20000-0-11723,SRA,1975,07,07:00,MAX,5.7,,,
0-20000-0-11723,SRA,1975,07,07:00,SUM,22.7,,,
0-20000-0-11723,SRA,1975,08,07:00,MAX,15.1,,,
0-20000-0-11723,SRA,1975,08,07:00,SUM,54.1,,,
0-20000-0-11723,SRA,1975,09,07:00,MAX,8.6,,,
0-20000-0-11723,SRA,1975,09,07:00,SUM,16.4,,,
0-20000-0-11723,SRA,1975,10,07:00,MAX,19.8,,,
0-20000-0-11723,SRA,1975,10,07:00,SUM,55.4,,,
0-20000-0-11723,SRA,1975,11,07:00,MAX,5.3,,,
0-20000-0-11723,SRA,1975,11,07:00,SUM,21.2,,,
0-20000-0-11723,SRA,1975,12,07:00,MAX,3.9,,,
0-20000-0-11723,SRA,1975,12,07:00,SUM,9.7,,,
0-20000-0-11723,SRA,1976,01,07:00,MAX,6.0,,,
0-20000-0-11723,SRA,1976,01,07:00,SUM,37.9,,,
0-20000-0-11723,SRA,1976,02,07:00,MAX,4.6,,,
0-20000-0-11723,SRA,1976,02,07:00,SUM,11.4,,,
0-20000-0-11723,SRA,1976,03,07:00,MAX,6.7,,,
0-20000-0-11723,SRA,1976,03,07:00,SUM,7.4,,,
0-20000-0-11723,SRA,1976,04,07:00,MAX,3.4,,,
0-20000-0-11723,SRA,1976,04,07:00,SUM,13.0,,,
0-20000-0-11723,SRA,1976,05,07:00,MAX,19.2,,,
0-20000-0-11723,SRA,1976,05,07:00,SUM,59.8,,,
0-20000-0-11723,SRA,1976,06,07:00,MAX,18.2,,,
0-20000-0-11723,SRA,1976,06,07:00,SUM,21.4,,,
0-20000-0-11723,SRA,1976,07,07:00,MAX,16.1,,,
0-20000-0-11723,SRA,1976,07,07:00,SUM,35.8,,,
0-20000-0-11723,SRA,1976,08,07:00,MAX,8.6,,,
0-20000-0-11723,SRA,1976,08,07:00,SUM,29.5,,,
0-20000-0-11723,SRA,1976,09,07:00,MAX,31.9,,,
0-20000-0-11723,SRA,1976,09,07:00,SUM,45.3,,,
0-20000-0-11723,SRA,1976,10,07:00,MAX,16.4,,,
0-20000-0-11723,SRA,1976,10,07:00,SUM,43.2,,,
0-20000-0-11723,SRA,1976,11,07:00,MAX,23.2,,,
0-20000-0-11723,SRA,1976,11,07:00,SUM,65.1,,,
0-20000-0-11723,SRA,1976,12,07:00,MAX,7.9,,,
0-20000-0-11723,SRA,1976,12,07:00,SUM,23.4,,,
0-20000-0-11723,SRA,1977,01,07:00,MAX,19.7,,,
0-20000-0-11723,SRA,1977,01,07:00,SUM,79.3,,,
0-20000-0-11723,SRA,1977,02,07:00,MAX,18.5,,,
0-20000-0-11723,SRA,1977,02,07:00,SUM,66.7,,,
0-20000-0-11723,SRA,1977,03,07:00,MAX,21.5,,,
0-20000-0-11723,SRA,1977,03,07:00,SUM,39.8,,,
0-20000-0-11723,SRA,1977,04,07:00,MAX,9.9,,,
0-20000-0-11723,SRA,1977,04,07:00,SUM,35.7,,,
0-20000-0-11723,SRA,1977,05,07:00,MAX,22.7,,,
0-20000-0-11723,SRA,1977,05,07:00,SUM,66.0,,,
0-20000-0-11723,SRA,1977,06,07:00,MAX,8.7,,,
0-20000-0-11723,SRA,1977,06,07:00,SUM,28.6,,,
0-20000-0-11723,SRA,1977,07,07:00,MAX,19.2,,,
0-20000-0-11723,SRA,1977,07,07:00,SUM,60.1,,,
0-20000-0-11723,SRA,1977,08,07:00,MAX,18.2,,,
0-20000-0-11723,SRA,1977,08,07:00,SUM,94.9,,,
0-20000-0-11723,SRA,1977,09,07:00,MAX,8.7,*,,
0-20000-0-11723,SRA,1977,09,07:00,SUM,31.9,,,
0-20000-0-11723,SRA,1977,10,07:00,MAX,5.4,,,
0-20000-0-11723,SRA,1977,10,07:00,SUM,10.3,,,
0-20000-0-11723,SRA,1977,11,07:00,MAX,11.5,,,
0-20000-0-11723,SRA,1977,11,07:00,SUM,41.3,,,
0-20000-0-11723,SRA,1977,12,07:00,MAX,6.4,,,
0-20000-0-11723,SRA,1977,12,07:00,SUM,13.3,,,
0-20000-0-11723,SRA,1978,01,07:00,MAX,8.9,,,
0-20000-0-11723,SRA,1978,01,07:00,SUM,18.9,,,
0-20000-0-11723,SRA,1978,02,07:00,MAX,3.0,*,,
0-20000-0-11723,SRA,1978,02,07:00,SUM,13.0,,,
0-20000-0-11723,SRA,1978,03,07:00,MAX,4.5,,,
0-20000-0-11723,SRA,1978,03,07:00,SUM,19.0,,,
0-20000-0-11723,SRA,1978,04,07:00,MAX,13.4,,,
0-20000-0-11723,SRA,1978,04,07:00,SUM,36.6,,,
0-20000-0-11723,SRA,1978,05,07:00,MAX,9.7,,,
0-20000-0-11723,SRA,1978,05,07:00,SUM,44.7,,,
0-20000-0-11723,SRA,1978,06,07:00,MAX,12.6,,,
0-20000-0-11723,SRA,1978,06,07:00,SUM,67.3,,,
0-20000-0-11723,SRA,1978,07,07:00,MAX,15.7,,,
0-20000-0-11723,SRA,1978,07,07:00,SUM,75.9,,,
0-20000-0-11723,SRA,1978,08,07:00,MAX,7.3,,,
0-20000-0-11723,SRA,1978,08,07:00,SUM,38.1,,,
0-20000-0-11723,SRA,1978,09,07:00,MAX,3.8,,,
0-20000-0-11723,SRA,1978,09,07:00,SUM,15.8,,,
0-20000-0-11723,SRA,1978,10,07:00,MAX,8.2,,,
0-20000-0-11723,SRA,1978,10,07:00,SUM,20.3,,,
0-20000-0-11723,SRA,1978,11,07:00,MAX,11.8,,,
0-20000-0-11723,SRA,1978,11,07:00,SUM,26.8,,,
0-20000-0-11723,SRA,1978,12,07:00,MAX,7.1,,,
0-20000-0-11723,SRA,1978,12,07:00,SUM,23.1,,,
0-20000-0-11723,SRA,1979,01,07:00,MAX,10.4,,,
0-20000-0-11723,SRA,1979,01,07:00,SUM,32.3,,,
0-20000-0-11723,SRA,1979,02,07:00,MAX,6.2,,,
0-20000-0-11723,SRA,1979,02,07:00,SUM,34.2,,,
0-20000-0-11723,SRA,1979,03,07:00,MAX,9.0,,,
0-20000-0-11723,SRA,1979,03,07:00,SUM,52.4,,,
0-20000-0-11723,SRA,1979,04,07:00,MAX,14.0,,,
0-20000-0-11723,SRA,1979,04,07:00,SUM,56.3,,,
0-20000-0-11723,SRA,1979,05,07:00,MAX,6.9,,,
0-20000-0-11723,SRA,1979,05,07:00,SUM,17.6,,,
0-20000-0-11723,SRA,1979,06,07:00,MAX,32.9,,,
0-20000-0-11723,SRA,1979,06,07:00,SUM,84.4,,,
0-20000-0-11723,SRA,1979,07,07:00,MAX,19.7,,,
0-20000-0-11723,SRA,1979,07,07:00,SUM,61.7,,,
0-20000-0-11723,SRA,1979,08,07:00,MAX,19.6,,,
0-20000-0-11723,SRA,1979,08,07:00,SUM,74.0,,,
0-20000-0-11723,SRA,1979,09,07:00,MAX,20.8,,,
0-20000-0-11723,SRA,1979,09,07:00,SUM,49.8,,,
0-20000-0-11723,SRA,1979,10,07:00,MAX,3.8,,,
0-20000-0-11723,SRA,1979,10,07:00,SUM,8.4,,,
0-20000-0-11723,SRA,1979,11,07:00,MAX,15.1,,,
0-20000-0-11723,SRA,1979,11,07:00,SUM,71.9,,,
0-20000-0-11723,SRA,1979,12,07:00,MAX,11.6,,,
0-20000-0-11723,SRA,1979,12,07:00,SUM,44.0,,,
0-20000-0-11723,SRA,1980,01,07:00,MAX,7.6,,,
0-20000-0-11723,SRA,1980,01,07:00,SUM,20.4,,,
0-20000-0-11723,SRA,1980,02,07:00,MAX,4.2,,,
0-20000-0-11723,SRA,1980,02,07:00,SUM,14.3,,,
0-20000-0-11723,SRA,1980,03,07:00,MAX,4.2,,,
0-20000-0-11723,SRA,1980,03,07:00,SUM,18.4,,,
0-20000-0-11723,SRA,1980,04,07:00,MAX,14.7,,,
0-20000-0-11723,SRA,1980,04,07:00,SUM,44.5,,,
0-20000-0-11723,SRA,1980,05,07:00,MAX,17.0,,,
0-20000-0-11723,SRA,1980,05,07:00,SUM,53.8,,,
0-20000-0-11723,SRA,1980,06,07:00,MAX,17.6,,,
0-20000-0-11723,SRA,1980,06,07:00,SUM,79.5,,,
0-20000-0-11723,SRA,1980,07,07:00,MAX,7.6,,,
0-20000-0-11723,SRA,1980,07,07:00,SUM,32.9,,,
0-20000-0-11723,SRA,1980,08,07:00,MAX,6.0,,,
0-20000-0-11723,SRA,1980,08,07:00,SUM,18.7,,,
0-20000-0-11723,SRA,1980,09,07:00,MAX,5.7,,,
0-20000-0-11723,SRA,1980,09,07:00,SUM,22.8,,,
0-20000-0-11723,SRA,1980,10,07:00,MAX,22.8,,,
0-20000-0-11723,SRA,1980,10,07:00,SUM,57.4,,,
0-20000-0-11723,SRA,1980,11,07:00,MAX,12.0,,,
0-20000-0-11723,SRA,1980,11,07:00,SUM,29.6,,,
0-20000-0-11723,SRA,1980,12,07:00,MAX,4.9,,,
0-20000-0-11723,SRA,1980,12,07:00,SUM,27.0,,,
0-20000-0-11723,SRA,1981,01,07:00,MAX,3.7,,,
0-20000-0-11723,SRA,1981,01,07:00,SUM,20.6,,,
0-20000-0-11723,SRA,1981,02,07:00,MAX,11.2,,,
0-20000-0-11723,SRA,1981,02,07:00,SUM,17.8,,,
0-20000-0-11723,SRA,1981,03,07:00,MAX,15.0,,,
0-20000-0-11723,SRA,1981,03,07:00,SUM,48.8,,,
0-20000-0-11723,SRA,1981,04,07:00,MAX,7.0,,,
0-20000-0-11723,SRA,1981,04,07:00,SUM,11.7,,,
0-20000-0-11723,SRA,1981,05,07:00,MAX,21.7,,,
0-20000-0-11723,SRA,1981,05,07:00,SUM,51.3,,,
0-20000-0-11723,SRA,1981,06,07:00,MAX,16.6,,,
0-20000-0-11723,SRA,1981,06,07:00,SUM,49.0,,,
0-20000-0-11723,SRA,1981,07,07:00,MAX,27.0,,,
0-20000-0-11723,SRA,1981,07,07:00,SUM,76.0,,,
0-20000-0-11723,SRA,1981,08,07:00,MAX,2.5,,,
0-20000-0-11723,SRA,1981,08,07:00,SUM,8.9,,,
0-20000-0-11723,SRA,1981,09,07:00,MAX,30.2,,,
0-20000-0-11723,SRA,1981,09,07:00,SUM,91.4,,,
0-20000-0-11723,SRA,1981,10,07:00,MAX,29.0,,,
0-20000-0-11723,SRA,1981,10,07:00,SUM,72.8,,,
0-20000-0-11723,SRA,1981,11,07:00,MAX,6.8,,,
0-20000-0-11723,SRA,1981,11,07:00,SUM,21.5,,,
0-20000-0-11723,SRA,1981,12,07:00,MAX,15.0,,,
0-20000-0-11723,SRA,1981,12,07:00,SUM,61.5,,,
0-20000-0-11723,SRA,1982,01,07:00,MAX,8.0,,,
0-20000-0-11723,SRA,1982,01,07:00,SUM,23.6,,,
0-20000-0-11723,SRA,1982,02,07:00,MAX,1.2,,,
0-20000-0-11723,SRA,1982,02,07:00,SUM,2.8,,,
0-20000-0-11723,SRA,1982,03,07:00,MAX,11.0,,,
0-20000-0-11723,SRA,1982,03,07:00,SUM,25.2,,,
0-20000-0-11723,SRA,1982,04,07:00,MAX,2.2,,,
0-20000-0-11723,SRA,1982,04,07:00,SUM,6.3,,,
0-20000-0-11723,SRA,1982,05,07:00,MAX,22.7,,,
0-20000-0-11723,SRA,1982,05,07:00,SUM,72.9,,,
0-20000-0-11723,SRA,1982,06,07:00,MAX,31.6,,,
0-20000-0-11723,SRA,1982,06,07:00,SUM,87.3,,,
0-20000-0-11723,SRA,1982,07,07:00,MAX,26.4,,,
0-20000-0-11723,SRA,1982,07,07:00,SUM,76.8,,,
0-20000-0-11723,SRA,1982,08,07:00,MAX,7.3,,,
0-20000-0-11723,SRA,1982,08,07:00,SUM,23.1,,,
0-20000-0-11723,SRA,1982,09,07:00,MAX,12.0,,,
0-20000-0-11723,SRA,1982,09,07:00,SUM,14.8,,,
0-20000-0-11723,SRA,1982,10,07:00,MAX,4.7,,,
0-20000-0-11723,SRA,1982,10,07:00,SUM,19.3,,,
0-20000-0-11723,SRA,1982,11,07:00,MAX,8.2,,,
0-20000-0-11723,SRA,1982,11,07:00,SUM,13.1,,,
0-20000-0-11723,SRA,1982,12,07:00,MAX,6.7,,,
0-20000-0-11723,SRA,1982,12,07:00,SUM,35.7,,,
0-20000-0-11723,SRA,1983,01,07:00,MAX,14.4,,,
0-20000-0-11723,SRA,1983,01,07:00,SUM,33.3,,,
0-20000-0-11723,SRA,1983,02,07:00,MAX,5.3,,,
0-20000-0-11723,SRA,1983,02,07:00,SUM,26.2,,,
0-20000-0-11723,SRA,1983,03,07:00,MAX,7.1,,,
0-20000-0-11723,SRA,1983,03,07:00,SUM,16.2,,,
0-20000-0-11723,SRA,1983,04,07:00,MAX,11.0,,,
0-20000-0-11723,SRA,1983,04,07:00,SUM,40.4,,,
0-20000-0-11723,SRA,1983,05,07:00,MAX,11.9,,,
0-20000-0-11723,SRA,1983,05,07:00,SUM,36.3,,,
0-20000-0-11723,SRA,1983,06,07:00,MAX,31.6,,,
0-20000-0-11723,SRA,1983,06,07:00,SUM,68.9,,,
0-20000-0-11723,SRA,1983,07,07:00,MAX,10.4,,,
0-20000-0-11723,SRA,1983,07,07:00,SUM,24.6,,,
0-20000-0-11723,SRA,1983,08,07:00,MAX,7.7,,,
0-20000-0-11723,SRA,1983,08,07:00,SUM,13.3,,,
0-20000-0-11723,SRA,1983,09,07:00,MAX,14.7,,,
0-20000-0-11723,SRA,1983,09,07:00,SUM,32.7,,,
0-20000-0-11723,SRA,1983,10,07:00,MAX,10.7,,,
0-20000-0-11723,SRA,1983,10,07:00,SUM,27.5,,,
0-20000-0-11723,SRA,1983,11,07:00,MAX,7.1,,,
0-20000-0-11723,SRA,1983,11,07:00,SUM,14.4,,,
0-20000-0-11723,SRA,1983,12,07:00,MAX,16.7,,,
0-20000-0-11723,SRA,1983,12,07:00,SUM,27.2,,,
0-20000-0-11723,SRA,1984,01,07:00,MAX,9.8,,,
0-20000-0-11723,SRA,1984,01,07:00,SUM,35.3,,,
0-20000-0-11723,SRA,1984,02,07:00,MAX,15.9,,,
0-20000-0-11723,SRA,1984,02,07:00,SUM,44.2,,,
0-20000-0-11723,SRA,1984,03,07:00,MAX,17.9,,,
0-20000-0-11723,SRA,1984,03,07:00,SUM,19.5,,,
0-20000-0-11723,SRA,1984,04,07:00,MAX,18.7,,,
0-20000-0-11723,SRA,1984,04,07:00,SUM,55.0,,,
0-20000-0-11723,SRA,1984,05,07:00,MAX,21.6,,,
0-20000-0-11723,SRA,1984,05,07:00,SUM,98.5,,,
0-20000-0-11723,SRA,1984,06,07:00,MAX,4.2,,,
0-20000-0-11723,SRA,1984,06,07:00,SUM,23.2,,,
0-20000-0-11723,SRA,1984,07,07:00,MAX,20.0,,,
0-20000-0-11723,SRA,1984,07,07:00,SUM,55.5,,,
0-20000-0-11723,SRA,1984,08,07:00,MAX,16.1,,,
0-20000-0-11723,SRA,1984,08,07:00,SUM,33.9,,,
0-20000-0-11723,SRA,1984,09,07:00,MAX,26.6,,,
0-20000-0-11723,SRA,1984,09,07:00,SUM,79.7,,,
0-20000-0-11723,SRA,1984,10,07:00,MAX,12.4,,,
0-20000-0-11723,SRA,1984,10,07:00,SUM,25.0,,,
0-20000-0-11723,SRA,1984,11,07:00,MAX,28.6,,,
0-20000-0-11723,SRA,1984,11,07:00,SUM,55.4,,,
0-20000-0-11723,SRA,1984,12,07:00,MAX,10.6,,,
0-20000-0-11723,SRA,1984,12,07:00,SUM,21.7,,,
0-20000-0-11723,SRA,1985,01,07:00,MAX,5.6,,,
0-20000-0-11723,SRA,1985,01,07:00,SUM,29.0,,,
0-20000-0-11723,SRA,1985,02,07:00,MAX,8.9,,,
0-20000-0-11723,SRA,1985,02,07:00,SUM,22.8,,,
0-20000-0-11723,SRA,1985,03,07:00,MAX,12.0,,,
0-20000-0-11723,SRA,1985,03,07:00,SUM,45.7,,,
0-20000-0-11723,SRA,1985,04,07:00,MAX,3.3,,,
0-20000-0-11723,SRA,1985,04,07:00,SUM,14.9,,,
0-20000-0-11723,SRA,1985,05,07:00,MAX,20.2,,,
0-20000-0-11723,SRA,1985,05,07:00,SUM,96.2,,,
0-20000-0-11723,SRA,1985,06,07:00,MAX,13.3,,,
0-20000-0-11723,SRA,1985,06,07:00,SUM,72.4,,,
0-20000-0-11723,SRA,1985,07,07:00,MAX,21.0,,,
0-20000-0-11723,SRA,1985,07,07:00,SUM,75.4,,,
0-20000-0-11723,SRA,1985,08,07:00,MAX,36.1,,,
0-20000-0-11723,SRA,1985,08,07:00,SUM,159.3,,,
0-20000-0-11723,SRA,1985,09,07:00,MAX,12.2,,,
0-20000-0-11723,SRA,1985,09,07:00,SUM,17.2,,,
0-20000-0-11723,SRA,1985,10,07:00,MAX,3.3,,,
0-20000-0-11723,SRA,1985,10,07:00,SUM,7.2,,,
0-20000-0-11723,SRA,1985,11,07:00,MAX,12.0,,,
0-20000-0-11723,SRA,1985,11,07:00,SUM,68.4,,,
0-20000-0-11723,SRA,1985,12,07:00,MAX,7.6,,,
0-20000-0-11723,SRA,1985,12,07:00,SUM,31.8,,,
0-20000-0-11723,SRA,1986,01,07:00,MAX,6.9,,,
0-20000-0-11723,SRA,1986,01,07:00,SUM,21.4,,,
0-20000-0-11723,SRA,1986,02,07:00,MAX,11.5,,,
0-20000-0-11723,SRA,1986,02,07:00,SUM,28.4,,,
0-20000-0-11723,SRA,1986,03,07:00,MAX,5.7,,,
0-20000-0-11723,SRA,1986,03,07:00,SUM,24.4,,,
0-20000-0-11723,SRA,1986,04,07:00,MAX,3.6,,,
0-20000-0-11723,SRA,1986,04,07:00,SUM,11.4,,,
0-20000-0-11723,SRA,1986,05,07:00,MAX,31.3,,,
0-20000-0-11723,SRA,1986,05,07:00,SUM,89.6,,,
0-20000-0-11723,SRA,1986,06,07:00,MAX,19.8,,,
0-20000-0-11723,SRA,1986,06,07:00,SUM,68.4,,,
0-20000-0-11723,SRA,1986,07,07:00,MAX,13.7,,,
0-20000-0-11723,SRA,1986,07,07:00,SUM,64.1,,,
0-20000-0-11723,SRA,1986,08,07:00,MAX,19.9,,,
0-20000-0-11723,SRA,1986,08,07:00,SUM,86.5,,,
0-20000-0-11723,SRA,1986,09,07:00,MAX,11.9,,,
0-20000-0-11723,SRA,1986,09,07:00,SUM,22.6,,,
0-20000-0-11723,SRA,1986,10,07:00,MAX,4.8,,,
0-20000-0-11723,SRA,1986,10,07:00,SUM,23.2,,,
0-20000-0-11723,SRA,1986,11,07:00,MAX,18.1,,,
0-20000-0-11723,SRA,1986,11,07:00,SUM,27.0,,,
0-20000-0-11723,SRA,1986,12,07:00,MAX,11.2,,,
0-20000-0-11723,SRA,1986,12,07:00,SUM,32.6,,,
0-20000-0-11723,SRA,1987,01,07:00,MAX,8.2,,,
0-20000-0-11723,SRA,1987,01,07:00,SUM,36.8,,,
0-20000-0-11723,SRA,1987,02,07:00,MAX,5.3,,,
0-20000-0-11723,SRA,1987,02,07:00,SUM,24.5,,,
0-20000-0-11723,SRA,1987,03,07:00,MAX,4.6,,,
0-20000-0-11723,SRA,1987,03,07:00,SUM,18.2,,,
0-20000-0-11723,SRA,1987,04,07:00,MAX,3.2,,,
0-20000-0-11723,SRA,1987,04,07:00,SUM,9.4,,,
0-20000-0-11723,SRA,1987,05,07:00,MAX,18.0,,,
0-20000-0-11723,SRA,1987,05,07:00,SUM,101.1,,,
0-20000-0-11723,SRA,1987,06,07:00,MAX,25.2,,,
0-20000-0-11723,SRA,1987,06,07:00,SUM,102.0,,,
0-20000-0-11723,SRA,1987,07,07:00,MAX,23.2,,,
0-20000-0-11723,SRA,1987,07,07:00,SUM,73.9,,,
0-20000-0-11723,SRA,1987,08,07:00,MAX,12.7,,,
0-20000-0-11723,SRA,1987,08,07:00,SUM,57.6,,,
0-20000-0-11723,SRA,1987,09,07:00,MAX,18.9,,,
0-20000-0-11723,SRA,1987,09,07:00,SUM,55.7,,,
0-20000-0-11723,SRA,1987,10,07:00,MAX,8.3,,,
0-20000-0-11723,SRA,1987,10,07:00,SUM,35.6,,,
0-20000-0-11723,SRA,1987,11,07:00,MAX,4.8,,,
0-20000-0-11723,SRA,1987,11,07:00,SUM,24.1,,,
0-20000-0-11723,SRA,1987,12,07:00,MAX,13.4,,,
0-20000-0-11723,SRA,1987,12,07:00,SUM,29.5,,,
0-20000-0-11723,SRA,1988,01,07:00,MAX,6.0,*,,
0-20000-0-11723,SRA,1988,01,07:00,SUM,27.0,,,
0-20000-0-11723,SRA,1988,02,07:00,MAX,6.2,,,
0-20000-0-11723,SRA,1988,02,07:00,SUM,29.0,,,
0-20000-0-11723,SRA,1988,03,07:00,MAX,3.7,,,
0-20000-0-11723,SRA,1988,03,07:00,SUM,25.8,,,
0-20000-0-11723,SRA,1988,04,07:00,MAX,9.7,,,
0-20000-0-11723,SRA,1988,04,07:00,SUM,12.1,,,
0-20000-0-11723,SRA,1988,05,07:00,MAX,18.1,,,
0-20000-0-11723,SRA,1988,05,07:00,SUM,37.9,,,
0-20000-0-11723,SRA,1988,06,07:00,MAX,49.9,,,
0-20000-0-11723,SRA,1988,06,07:00,SUM,129.9,,,
0-20000-0-11723,SRA,1988,07,07:00,MAX,20.9,,,
0-20000-0-11723,SRA,1988,07,07:00,SUM,62.5,,,
0-20000-0-11723,SRA,1988,08,07:00,MAX,31.1,,,
0-20000-0-11723,SRA,1988,08,07:00,SUM,66.1,,,
0-20000-0-11723,SRA,1988,09,07:00,MAX,31.6,,,
0-20000-0-11723,SRA,1988,09,07:00,SUM,61.8,,,
0-20000-0-11723,SRA,1988,10,07:00,MAX,8.0,,,
0-20000-0-11723,SRA,1988,10,07:00,SUM,19.4,,,
0-20000-0-11723,SRA,1988,11,07:00,MAX,4.3,,,
0-20000-0-11723,SRA,1988,11,07:00,SUM,14.6,,,
0-20000-0-11723,SRA,1988,12,07:00,MAX,10.3,,,
0-20000-0-11723,SRA,1988,12,07:00,SUM,31.7,,,
0-20000-0-11723,SRA,1989,01,07:00,MAX,12.4,,,
0-20000-0-11723,SRA,1989,01,07:00,SUM,15.3,,,
0-20000-0-11723,SRA,1989,02,07:00,MAX,4.1,,,
0-20000-0-11723,SRA,1989,02,07:00,SUM,9.8,,,
0-20000-0-11723,SRA,1989,03,07:00,MAX,8.8,,,
0-20000-0-11723,SRA,1989,03,07:00,SUM,19.3,,,
0-20000-0-11723,SRA,1989,04,07:00,MAX,20.8,,,
0-20000-0-11723,SRA,1989,04,07:00,SUM,49.1,,,
0-20000-0-11723,SRA,1989,05,07:00,MAX,4.9,,,
0-20000-0-11723,SRA,1989,05,07:00,SUM,16.7,,,
0-20000-0-11723,SRA,1989,06,07:00,MAX,22.2,,,
0-20000-0-11723,SRA,1989,06,07:00,SUM,85.2,,,
0-20000-0-11723,SRA,1989,07,07:00,MAX,4.8,,,
0-20000-0-11723,SRA,1989,07,07:00,SUM,15.1,,,
0-20000-0-11723,SRA,1989,08,07:00,MAX,33.6,,,
0-20000-0-11723,SRA,1989,08,07:00,SUM,87.3,,,
0-20000-0-11723,SRA,1989,09,07:00,MAX,14.4,,,
0-20000-0-11723,SRA,1989,09,07:00,SUM,40.5,,,
0-20000-0-11723,SRA,1989,10,07:00,MAX,3.6,,,
0-20000-0-11723,SRA,1989,10,07:00,SUM,12.4,,,
0-20000-0-11723,SRA,1989,11,07:00,MAX,7.0,,,
0-20000-0-11723,SRA,1989,11,07:00,SUM,15.6,,,
0-20000-0-11723,SRA,1989,12,07:00,MAX,5.0,,,
0-20000-0-11723,SRA,1989,12,07:00,SUM,23.0,,,
0-20000-0-11723,SRA,1990,01,07:00,MAX,0.7,,,
0-20000-0-11723,SRA,1990,01,07:00,SUM,1.7,,,
0-20000-0-11723,SRA,1990,02,07:00,MAX,17.2,,,
0-20000-0-11723,SRA,1990,02,07:00,SUM,54.0,,,
0-20000-0-11723,SRA,1990,03,07:00,MAX,2.4,,,
0-20000-0-11723,SRA,1990,03,07:00,SUM,8.2,,,
0-20000-0-11723,SRA,1990,04,07:00,MAX,21.1,,,
0-20000-0-11723,SRA,1990,04,07:00,SUM,61.4,,,
0-20000-0-11723,SRA,1990,05,07:00,MAX,41.2,,,
0-20000-0-11723,SRA,1990,05,07:00,SUM,77.8,,,
0-20000-0-11723,SRA,1990,06,07:00,MAX,12.0,,,
0-20000-0-11723,SRA,1990,06,07:00,SUM,54.5,,,
0-20000-0-11723,SRA,1990,07,07:00,MAX,16.7,,,
0-20000-0-11723,SRA,1990,07,07:00,SUM,52.1,,,
0-20000-0-11723,SRA,1990,08,07:00,MAX,6.0,,,
0-20000-0-11723,SRA,1990,08,07:00,SUM,13.6,,,
0-20000-0-11723,SRA,1990,09,07:00,MAX,14.9,,,
0-20000-0-11723,SRA,1990,09,07:00,SUM,57.6,,,
0-20000-0-11723,SRA,1990,10,07:00,MAX,14.6,,,
0-20000-0-11723,SRA,1990,10,07:00,SUM,35.9,,,
0-20000-0-11723,SRA,1990,11,07:00,MAX,18.8,,,
0-20000-0-11723,SRA,1990,11,07:00,SUM,51.1,,,
0-20000-0-11723,SRA,1990,12,07:00,MAX,5.8,,,
0-20000-0-11723,SRA,1990,12,07:00,SUM,24.4,,,
0-20000-0-11723,SRA,1991,01,07:00,MAX,2.1,,,
0-20000-0-11723,SRA,1991,01,07:00,SUM,5.8,,,
0-20000-0-11723,SRA,1991,02,07:00,MAX,6.9,,,
0-20000-0-11723,SRA,1991,02,07:00,SUM,10.3,,,
0-20000-0-11723,SRA,1991,03,07:00,MAX,7.5,,,
0-20000-0-11723,SRA,1991,03,07:00,SUM,17.5,,,
0-20000-0-11723,SRA,1991,04,07:00,MAX,4.9,,,
0-20000-0-11723,SRA,1991,04,07:00,SUM,15.6,,,
0-20000-0-11723,SRA,1991,05,07:00,MAX,20.5,,,
0-20000-0-11723,SRA,1991,05,07:00,SUM,59.8,,,
0-20000-0-11723,SRA,1991,06,07:00,MAX,34.0,,,
0-20000-0-11723,SRA,1991,06,07:00,SUM,80.9,,,
0-20000-0-11723,SRA,1991,07,07:00,MAX,18.9,,,
0-20000-0-11723,SRA,1991,07,07:00,SUM,47.2,,,
0-20000-0-11723,SRA,1991,08,07:00,MAX,18.2,,,
0-20000-0-11723,SRA,1991,08,07:00,SUM,36.9,,,
0-20000-0-11723,SRA,1991,09,07:00,MAX,12.8,,,
0-20000-0-11723,SRA,1991,09,07:00,SUM,32.2,,,
0-20000-0-11723,SRA,1991,10,07:00,MAX,8.5,,,
